ind,ch,bf,bf_deviation,isi_cv,sync_n,r_max,r,d_max,d,sfr,br,bdur_max,bdur,nspikes_burst_max,nspikes_burst,p_bursting_time,p_bursting_spike,ibi_cv,animal,group
4,15,14929,2784.608696,1.08744316,13,0.020604709,0.009875696,0.300013804,0.076927655,0.82122905,0.022346369,0.25014272,0.14626816,4,3.25,0.003268562,0.088435374,0.912768793,U3,ENT
4,16,12126,-18.39130435,1.299872405,20,0.035100538,0.010458049,0.399968178,0.119998762,0.921787709,0.005586592,0.08466432,0.08466432,4,4,0.000472985,0.024242424,,U3,ENT
4,17,9190,-2954.391304,0.968167919,14,0.020559545,0.009116306,0.799935138,0.385689305,0.910614525,0,,,,4,,,,U3,ENT
4,18,9190,-2954.391304,0.919619662,18,0.052221857,0.017272928,0.799935138,0.388866156,0.82122905,0,,,,4,,,,U3,ENT
4,19,9190,-2954.391304,1.044823584,15,0.022861804,0.010698564,0.799935138,0.353312544,0.770949721,0.011173184,0.26783744,0.24713216,4,3.5,0.002761253,0.050724638,,U3,ENT
4,20,9190,-2954.391304,0.97508362,11,0.021040824,0.011264285,0.699980765,0.22725787,0.849162011,0.027932961,0.1765376,0.107692032,3,3,0.003008157,0.098684211,1.155062575,U3,ENT
4,21,9190,-2954.391304,1.101858308,13,0.022861804,0.011941732,0.799935138,0.261522889,0.759776536,0,,,,3,,,,U3,ENT
4,22,9190,-2954.391304,0.828347091,16,0.040238601,0.012847192,0.799935138,0.374979308,0.938547486,0.016759777,0.18337792,0.1277952,3,3,0.002141819,0.053571429,0.098193594,U3,ENT
4,24,9190,-2954.391304,0.930352357,17,0.026595917,0.012947175,0.799935138,0.382329294,0.843575419,0.016759777,0.42921984,0.284603733,4,3.666666667,0.004769895,0.072847682,0.987372885,U3,ENT
4,25,8000,-4144.391304,1.029222092,18,0.052221857,0.012482397,1,0.594483736,0.988826816,0.016759777,0.17887232,0.162679467,3,3,0.002726472,0.050847458,0.441680671,U3,ENT
5,1,9190,486.4615385,0.9897457,12,0.016561233,0.010748669,0,0,0.648044693,0.016759777,0.25853952,0.19304448,3,3,0.003235382,0.077586207,0.691499641,U5,ET
5,2,11314,2610.461538,0.901574313,15,0.035610581,0.013588522,0,0,0.82122905,0.005586592,0.8112128,0.8112128,6,6,0.004531915,0.040816327,,U5,ET
5,3,10556,1852.461538,0.891390184,14,0.029132685,0.012989865,0.199926489,0.014280464,0.815642458,0.011173184,0.22528,0.21182464,3,3,0.002366756,0.04109589,,U5,ET
5,4,9849,1145.461538,1.000679831,15,0.02230585,0.010371586,0.20005992,0.019998154,0.720670391,0.011173184,0.24891392,0.21346304,4,3.5,0.002385062,0.054263566,,U5,ET
5,5,9849,1145.461538,0.963536005,17,0.024599991,0.013544829,0.20005992,0.023528612,0.748603352,0.011173184,0.50536448,0.47505408,5,4.5,0.005307867,0.067164179,,U5,ET
5,7,10556,1852.461538,0.999473199,19,0.023503591,0.012046021,0.199926489,0.026315816,0.74301676,0.011173184,0.59838464,0.3902464,5,4,0.004360295,0.060150376,,U5,ET
5,8,11314,2610.461538,1.046585287,20,0.038039302,0.013902299,0.299972309,0.040006899,0.810055866,0.039106145,0.21909504,0.140586423,4,3.142857143,0.005497793,0.151724138,0.65012034,U5,ET
5,9,9849,1145.461538,0.943079891,17,0.029589384,0.010786141,0.1000141,0.017643564,0.82122905,0.022346369,0.2168832,0.20143104,3,3,0.004501252,0.081632653,1.126860093,U5,ET
5,10,11314,2610.461538,0.99610406,10,0.031674659,0.013642503,0.20005992,0.060021148,0.748603352,0,,,,3,,,,U5,ET
5,11,11314,2610.461538,1.088064441,12,0.038039302,0.013473782,0.20005992,0.041680472,0.715083799,0.016759777,0.26300416,0.211653973,3,3,0.003547273,0.0703125,0.929771037,U5,ET
5,12,11314,2610.461538,0.996529626,10,0.01585573,0.009966621,0.299972309,0.040001813,0.731843575,0.011173184,0.2265088,0.21942272,3,3,0.002451651,0.045801527,,U5,ET
5,13,11314,2610.461538,1.036589026,12,0.023791278,0.014397498,0.20005992,0.025008812,0.715083799,0.011173184,0.27848704,0.182784,4,3.5,0.002042279,0.0546875,,U5,ET
5,14,11314,2610.461538,1.123005161,13,0.01568011,0.01041522,0.299972309,0.061549075,0.776536313,0,,,,3.5,,,,U5,ET
5,15,9849,1145.461538,1.011987827,11,0.01599394,0.009543779,0.20005992,0.090933444,0.74301676,0,,,,3.5,,,,U5,ET
5,17,6063,-2640.538462,1.019392425,10,0.024599991,0.009845589,0.900005349,0.40999069,0.620111732,0.005586592,0.03530752,0.03530752,3,3,0.000197249,0.027027027,,U5,ET
5,18,6063,-2640.538462,1.019167953,14,0.023258423,0.010609786,0.900005349,0.471416522,0.687150838,0.011173184,0.25878528,0.24674304,3,3,0.002756905,0.048780488,,U5,ET
5,19,6063,-2640.538462,0.972484501,18,0.023791278,0.01157124,0.900005349,0.427763881,0.726256983,0.022346369,0.24887296,0.1788416,3,3,0.00399646,0.092307692,0.78517344,U5,ET
5,20,6063,-2640.538462,0.971113385,15,0.021116976,0.012493018,0.900005349,0.546652139,0.810055866,0.016759777,0.402432,0.191542613,4,3.333333333,0.003210211,0.068965517,0.361127106,U5,ET
5,21,6063,-2640.538462,0.897036467,14,0.022691996,0.009642813,0.900005349,0.407139956,0.787709497,0,,,,3.333333333,,,,U5,ET
5,22,6063,-2640.538462,1.183220564,7,0.020964397,0.011325919,0.900005349,0.442836533,0.804469274,0.033519553,0.19816448,0.13400064,3,3,0.004491642,0.125,0.729447405,U5,ET
5,24,6964,-1739.538462,1.073357183,16,0.029589384,0.014940912,0.700120968,0.431285213,0.720670391,0.011173184,0.24981504,0.18354176,4,3.5,0.002050746,0.054263566,,U5,ET
5,25,6964,-1739.538462,1.071444227,14,0.017906309,0.010400951,0.700120968,0.37143165,0.575418994,0,,,,3.5,,,,U5,ET
5,26,6063,-2640.538462,0.941835792,12,0.022778142,0.00984143,0.900005349,0.391650542,0.776536313,0.016759777,0.24121344,0.209196373,3,3,0.003506084,0.064748201,0.706231074,U5,ET
5,27,6964,-1739.538462,1.076333583,10,0.021916935,0.010957348,0.700120968,0.420034301,0.798882682,0.011173184,0.41148416,0.29048832,4,4,0.00324568,0.055944056,,U5,ET
5,28,6063,-2640.538462,0.996649998,9,0.023258423,0.010085437,0.900005349,0.422211753,0.765363128,0.011173184,0.79990784,0.50845696,5,4.5,0.005681083,0.065693431,,U5,ET
5,29,8000,-703.5384615,1.048176316,0,,,,,2.826815642,0.05027933,0.06721536,0.052792889,3,3,0.002654391,0.053359684,0.730463855,U5,ET
6,1,18379,177.53125,1.005518345,1,0.016521157,0.016521157,0,0,1.340782123,0.022346369,0.14118912,0.08152064,3,3,0.00182169,0.05,0.117790366,U6,ET
6,2,18379,177.53125,1.071167924,3,0.009922273,0.008526793,0,0,0.977653631,0.027932961,0.18202624,0.14266368,3,3,0.003985019,0.085714286,0.221942946,U6,ET
6,3,18379,177.53125,1.170218617,4,0.016521157,0.010820898,0,0,2.357541899,0.033519553,0.16228352,0.0707584,5,3.5,0.00237179,0.049763033,1.265031389,U6,ET
6,4,18379,177.53125,0.81942275,1,0.005505914,0.005505914,0,0,7.212290503,0.016759777,0.0509952,0.032344747,4,3.333333333,0.000542091,0.007745933,0.946335663,U6,ET
6,5,18379,177.53125,0.906143793,2,0.005505914,0.005501612,0,0,5.709497207,0.016759777,0.1333248,0.069905067,6,4.333333333,0.001171593,0.012720157,1.000724664,U6,ET
6,6,17148,-1053.46875,1.227078531,3,0.015606909,0.009537865,0,0,0.82122905,0.022346369,0.10031104,0.06614016,4,3.75,0.001477992,0.102040816,0.846896944,U6,ET
6,7,18379,177.53125,1.055697899,1,0.009922273,0.009922273,0,0,7.067039106,0.078212291,0.15478784,0.039023177,7,3.857142857,0.003052092,0.042687747,0.958197984,U6,ET
6,8,18379,177.53125,1.036306114,1,0.010418204,0.010418204,0,0,14.59776536,0.234636872,0.02936832,0.009529051,5,3.166666667,0.002235867,0.050899349,0.969623915,U6,ET
6,9,18379,177.53125,0.765671893,1,0.047539085,0.047539085,0,0,15.51396648,0,,,,3.166666667,,,,U6,ET
6,10,18379,177.53125,0.966352077,7,0.15422119,0.041421478,0,0,4.983240223,0.039106145,0.22253568,0.05677056,7,3.571428571,0.002220078,0.028026906,0.59508171,U6,ET
6,11,18379,177.53125,0.953357116,5,0.164156351,0.056075968,0,0,12.5027933,0.078212291,0.02924544,0.013826926,4,3.214285714,0.001081436,0.020107239,0.875938368,U6,ET
6,12,18379,177.53125,0.923831771,6,0.052214646,0.02872402,0,0,5.843575419,0.033519553,0.07241728,0.03538944,5,3.5,0.001186238,0.020076482,0.647127419,U6,ET
6,13,18379,177.53125,0.898540834,4,0.164156351,0.08924385,0,0,9.731843575,0.044692737,0.0241664,0.01626624,5,3.5,0.000726983,0.016073479,0.378220295,U6,ET
6,14,18379,177.53125,0.985475076,6,0.052214646,0.031840766,0,0,0.720670391,0.016759777,0.47071232,0.29233152,4,3.666666667,0.004899411,0.085271318,0.22626098,U6,ET
6,15,18379,177.53125,0.877810878,3,0.057403181,0.027311276,0,0,0.502793296,0.011173184,0.93069312,0.63039488,5,4,0.007043518,0.088888889,,U6,ET
6,16,18379,177.53125,0.914424333,4,0.057403181,0.025325737,0,0,0.547486034,0.011173184,0.29724672,0.26609664,3,3,0.002973147,0.06122449,,U6,ET
6,17,18379,177.53125,1.202031756,0,,,,,1.150837989,0.033519553,0.15941632,0.100993707,3,3,0.003385264,0.087378641,0.922729709,U6,ET
6,18,13929,-4272.46875,1.102328377,1,0.007417354,0.007417354,0,0,1.675977654,0.033519553,0.19734528,0.082752853,4,3.166666667,0.002773839,0.063333333,1.082787701,U6,ET
6,19,18379,177.53125,1.055809797,2,0.012448408,0.009932881,0,0,1.731843575,0.039106145,0.10764288,0.07729152,4,3.142857143,0.003022573,0.070967742,1.021141504,U6,ET
6,20,18379,177.53125,0.947699923,5,0.023789503,0.011253497,0,0,1.374301676,0.016759777,0.2295808,0.14635008,4,3.666666667,0.002452795,0.044715447,0.960609801,U6,ET
6,21,18379,177.53125,0.746391579,2,0.026133179,0.024961341,0,0,13.19553073,0.027932961,0.01118208,0.005152768,3,3,0.000143932,0.00635055,0.524133409,U6,ET
6,22,18379,177.53125,0.930150159,2,0.026133179,0.017533054,0,0,14.87709497,0.044692737,0.02453504,0.01258496,4,3.25,0.000562456,0.009763425,0.431911139,U6,ET
6,23,18379,177.53125,0.990678277,1,0.015606909,0.015606909,0.10001795,0.10001795,0.675977654,0.016759777,0.27082752,0.118306133,3,3,0.001982784,0.074380165,0.641506377,U6,ET
6,24,18379,177.53125,0.937537861,0,,,,,7.625698324,0.055865922,0.04395008,0.022388736,4,3.1,0.001250767,0.022710623,0.679213486,U6,ET
6,25,18379,177.53125,0.887766621,3,0.01262361,0.009315516,0,0,0.703910615,0.016759777,0.23158784,0.149203627,3,3,0.002500619,0.071428571,0.178328148,U6,ET
6,26,18379,177.53125,1.048503168,3,0.015812788,0.009141803,0,0,0.648044693,0.022346369,0.28340224,0.24546304,3,3,0.005485208,0.103448276,0.822071168,U6,ET
6,27,18379,177.53125,0.898692588,0,,,,,13.21787709,0.022346369,0.06811648,0.02711552,6,3.75,0.000605933,0.006339814,0.971969269,U6,ET
6,28,18379,177.53125,1.039033541,5,0.007642745,0.006171422,0.10001795,0.02000359,2.340782123,0.039106145,0.08179712,0.052779886,3,3,0.002064018,0.050119332,0.628805599,U6,ET
6,29,18379,177.53125,1.024807519,4,0.008811359,0.006778116,0,0,1.536312849,0.011173184,0.06037504,0.0454656,3,3,0.000507996,0.021818182,,U6,ET
6,30,18379,177.53125,0.934805527,4,0.006977631,0.006229669,0.10001795,0.025004487,4.324022346,0.044692737,0.07520256,0.0398848,4,3.25,0.001782561,0.033591731,0.924612597,U6,ET
6,31,18379,177.53125,1.062337797,4,0.015812788,0.009944212,0,0,1.687150838,0.033519553,0.11255808,0.084712107,3,3,0.002839512,0.059602649,1.079155219,U6,ET
6,32,18379,177.53125,0.929599852,0,,,,,1.541899441,0.022346369,0.18726912,0.12009472,4,3.25,0.002683681,0.047101449,0.359556662,U6,ET
7,4,19698,5496.32,0.893191569,2,0.068602115,0.049219388,0,0,2.571428571,0.033613445,0.83779584,0.2533888,10,4.75,0.008517271,0.062091503,0.657188184,U7,ET
7,5,19698,5496.32,0.994017404,3,0.068602115,0.039333954,0,0,5.672268908,0.084033613,0.06746112,0.032681984,4,3.2,0.002746385,0.047407407,0.969349913,U7,ET
7,7,19698,5496.32,0.9225767,6,0.267213322,0.095675508,0,0,7.319327731,0.033613445,0.02207744,0.01737728,3,3,0.00058411,0.013777268,0.786885083,U7,ET
7,8,19698,5496.32,0.814649333,6,0.370551582,0.121807277,0,0,15.2605042,0.042016807,0.01024,0.007634944,3,3,0.000320796,0.008259912,0.857530185,U7,ET
7,9,19698,5496.32,0.847179613,5,0.370551582,0.124694918,0,0,14.42857143,0.084033613,0.01318912,0.007729152,3,3,0.000649509,0.017472335,0.792743147,U7,ET
7,10,19698,5496.32,0.96482455,5,0.060509579,0.041891505,0,0,9.117647059,0.042016807,0.02097152,0.013287424,3,3,0.000558295,0.013824885,1.141467374,U7,ET
7,11,19698,5496.32,1.015092571,6,0.060509579,0.032023897,0,0,2.983193277,0.058823529,0.12156928,0.065758354,4,3.428571429,0.003868138,0.067605634,0.79552431,U7,ET
7,12,19698,5496.32,0.898881193,6,0.035742666,0.018539071,0,0,2.672268908,0.042016807,0.08146944,0.046342144,4,3.2,0.001947149,0.050314465,0.944309886,U7,ET
7,13,19698,5496.32,0.955452854,6,0.021307134,0.012704751,0,0,2.285714286,0.016806723,0.14503936,0.0963584,4,3.5,0.001619469,0.025735294,,U7,ET
7,14,19698,5496.32,1.001068716,2,0.014791708,0.012229378,0,0,2.378151261,0.042016807,0.7120896,0.222035968,10,5,0.009329242,0.088339223,1.068633229,U7,ET
7,15,19698,5496.32,1.099895796,3,0.015855379,0.014941986,0,0,0.621848739,0.016806723,0.58843136,0.41183232,4,3.5,0.006921552,0.094594595,,U7,ET
7,16,19698,5496.32,0.884882736,1,0.015855379,0.015855379,0,0,0.630252101,0,,,,3.5,,,,U7,ET
7,17,2639,-11562.68,1.0164254,6,0.044894223,0.023494449,0,0,1.840336134,0.042016807,0.0720896,0.05111808,3,3,0.002147818,0.068493151,1.085465391,U7,ET
7,18,2639,-11562.68,0.948699385,6,0.129013612,0.060166853,2.200040472,0.566680157,2.294117647,0.067226891,0.80044032,0.147328,10,3.875,0.009904403,0.113553114,1.198534612,U7,ET
7,19,6063,-8138.68,0.915807643,6,0.129013612,0.052202971,1.200040472,0.200006745,2.857142857,0.050420168,0.06725632,0.060033707,4,3.166666667,0.00302691,0.055882353,0.500794648,U7,ET
7,22,9190,-5011.68,1.108369207,9,0.028548718,0.016341014,1.099912389,0.188882825,0.403361345,0.016806723,0.8318976,0.48951296,4,3.5,0.008227109,0.145833333,,U7,ET
7,24,10556,-3645.68,0.919803328,7,0.040223541,0.020490472,0.799959528,0.14284086,0.495798319,0,,,,3.5,,,,U7,ET
7,25,11314,-2887.68,1.018153126,7,0.040223541,0.015617273,2.10004582,0.471431925,0.714285714,0,,,,3.5,,,,U7,ET
7,26,12126,-2075.68,0.792502049,8,0.033666731,0.014306804,2.200040472,0.712504226,0.638655462,0,,,,3.5,,,,U7,ET
7,27,12126,-2075.68,1.069108924,5,0.027236547,0.018104704,0.399966961,0.079993392,0.680672269,0.016806723,0.19529728,0.10287104,3,3,0.001728925,0.074074074,,U7,ET
7,18,2639,-11562.68,0.948699385,6,0.129013612,0.060166853,2.200040472,0.566680157,2.294117647,0.067226891,0.80044032,0.147328,10,3.875,0.009904403,0.113553114,1.198534612,U7,ET
7,29,12126,-2075.68,0.940421303,7,0.043045321,0.022665523,0.399966961,0.100000298,0.882352941,0.016806723,0.21102592,0.1856512,3,3,0.003120188,0.057142857,,U7,ET
7,30,12126,-2075.68,0.845352753,7,0.052923665,0.026374143,0.399966961,0.100000298,0.848739496,0,,,,3,,,,U7,ET
7,31,12126,-2075.68,0.829092727,8,0.052923665,0.022503109,2.200040472,0.449998498,0.613445378,0,,,,3,,,,U7,ET
7,32,12996,-1205.68,0.94680148,1,0.010164257,0.010164257,0.099963921,0.099963921,0.957983193,0,,,,3,,,,U7,ET
8,7,16000,2500,0.931308988,14,0.027076204,0.013093402,0,0,1.579831933,0.016806723,0.206848,0.15589376,4,3.5,0.002620063,0.037234043,,U8,ENT
8,8,17148,3648,1.043628585,16,0.042921242,0.014858068,0,0,1.25210084,0.025210084,0.16080896,0.100706987,4,3.666666667,0.002538832,0.073825503,0.999816014,U8,ENT
8,9,17148,3648,1.041393336,14,0.126349398,0.028687854,0.099968417,0.007140601,2.31092437,0.033613445,0.07073792,0.04397056,3,3,0.001478002,0.043636364,0.323769969,U8,ENT
8,10,18379,4879,0.92787527,7,0.247398932,0.058682547,0.10001795,0.014288279,7.957983193,0.042016807,0.02318336,0.020144128,3,3,0.000846392,0.015839493,0.921363605,U8,ENT
8,11,19698,6198,0.919254698,6,0.247398932,0.079962555,0.200008833,0.066669611,6.74789916,0.050420168,0.02830336,0.020002133,3,3,0.001008511,0.02241594,0.662339538,U8,ENT
8,12,19698,6198,1.0954709,8,0.056850857,0.024066963,0.200008833,0.062501069,2.731092437,0.058823529,0.10129408,0.056173714,5,3.571428571,0.003304336,0.076923077,0.623547257,U8,ENT
8,13,19698,6198,1.165126955,13,0.058499593,0.026392578,0.299977251,0.061537369,0.882352941,0,,,,3.571428571,,,,U8,ENT
8,14,19698,6198,0.987645227,13,0.058499593,0.018355904,0.299977251,0.061537369,0.680672269,0,,,,3.571428571,,,,U8,ENT
8,15,19698,6198,0.966384431,7,0.036224981,0.022046038,0.299977251,0.071426583,0.714285714,0,,,,3.571428571,,,,U8,ENT
8,16,19698,6198,0.959995417,18,0.036224981,0.015802865,3.100226394,0.300009767,0.781512605,0.016806723,0.1974272,0.17119232,3,3,0.002877182,0.064516129,,U8,ENT
8,17,2462,-11038,1.058237115,2,0.161586471,0.084540634,2.800137655,1.400068828,3.924369748,0.142857143,0.08183808,0.03735552,5,3.352941176,0.005336503,0.122055675,0.645226342,U8,ENT
8,18,8000,-5500,0.959372638,6,0.161586471,0.033603588,1.299977251,0.599992417,7.31092437,0.075630252,0.06262784,0.020420836,5,3.333333333,0.001544433,0.034482759,0.633868474,U8,ENT
8,21,2462,-11038,1.033825198,1,0.007007726,0.007007726,0,0,2.831932773,0.042016807,0.0671744,0.052781056,4,3.2,0.002217691,0.047477745,0.925604956,U8,ENT
8,24,2462,-11038,1.213496054,5,0.099880696,0.028429907,2.800137655,0.560027531,0.81512605,0.008403361,0.34668544,0.34668544,4,4,0.002913323,0.041237113,,U8,ENT
8,25,2297,-11203,1.071241955,11,0.099880696,0.020976024,3.100226394,1.100087983,1.705882353,0.050420168,0.17891328,0.08759296,4,3.166666667,0.004416452,0.093596059,0.985225648,U8,ENT
8,16,19698,6198,0.959995417,18,0.036224981,0.015802865,3.100226394,0.300009767,0.781512605,0.016806723,0.1974272,0.17119232,3,3,0.002877182,0.064516129,,U8,ENT
8,27,12126,-1374,0.976963013,7,0.017421466,0.012352332,2.400280966,0.728635743,10.67226891,0.042016807,0.01703936,0.00688128,4,3.4,0.000289129,0.013385827,0.992209687,U8,ENT
8,28,12126,-1374,1.300854646,12,0.0955535,0.03268419,2.400280966,0.483330644,1.18487395,0.117647059,7.19204352,0.561190034,39,6.5,0.066022357,0.645390071,1.886481405,U8,ENT
8,29,12126,-1374,1.385829246,13,0.098709224,0.033589401,2.400280966,0.630781514,1.025210084,0.109243697,0.4878336,0.137275865,13,4.692307692,0.014996523,0.5,1.39089916,U8,ENT
8,30,12126,-1374,1.346385217,11,0.093110521,0.031149938,2.400280966,0.472728472,0.949579832,0.084033613,0.50110464,0.1087488,6,3.7,0.009138555,0.327433628,1.264480442,U8,ENT
8,31,12126,-1374,1.249374054,11,0.098709224,0.029434418,2.300201061,0.472729865,1.285714286,0.092436975,0.49995776,0.096937425,11,3.818181818,0.008960602,0.274509804,1.119871372,U8,ENT
8,32,12126,-1374,0.964111586,9,0.02380006,0.012264124,0.699945428,0.311081358,1.260504202,0.025210084,0.07041024,0.0319488,3,3,0.000805432,0.06,0.999857925,U8,ENT
