animal,ch,bf,isi_cv,sync_n,r_max,r,d_max,d,sfr,br,bdur_max,bdur,nspikes_burst_max,nspikes_burst,p_bursting_time,p_bursting_spike,ibi_cv
0,1,6275.0,0.9376276182906642,4,0.09030692581893542,0.035434208467798836,0.0,0.0,2.938888888888889,0.05555555555555555,0.07979008000000931,0.030523391999998494,5.0,3.2,0.0016957439999999164,0.06049149338374291,0.9272122533359335
0,2,4594.0,1.0188909070924477,7,0.10453733796247588,0.04226930064142366,0.0,0.0,1.5055555555555555,0.06666666666666667,0.14852096000001325,0.053527893333334,6.0,3.3333333333333335,0.003568526222222267,0.14760147601476015,0.8514858689896893
0,3,2219.0,1.030934062071111,6,0.040903901834877056,0.021856492624301425,0.0,0.0,0.6611111111111111,0.011111111111111112,0.04915199999999942,0.03813375999999957,3.0,3.0,0.0004237084444444397,0.05042016806722689,
0,4,3731.0,1.188422694421632,9,0.15173928646575144,0.034074611413917044,0.7500530989087167,0.11669351060776229,0.43333333333333335,0.0,,,,3.0,,,
0,8,3731.0,1.0281623174094672,7,0.07156056314661677,0.0362147765493847,0.30018849656114377,0.04288407093730625,0.6388888888888888,0.044444444444444446,0.29155328000000225,0.14445567999999892,6.0,4.25,0.006420252444444397,0.2956521739130435,1.1861935860149369
0,9,3731.0,1.335434820464441,9,0.15173928646575144,0.033870434137847814,0.7500530989087167,0.19998825423218103,4.533333333333333,0.0,,,,4.25,,,
0,10,6275.0,1.004880177200584,6,0.09030692581893542,0.035336367721061586,0.7500530989087167,0.32499513336083435,0.8888888888888888,0.044444444444444446,0.13967360000000006,0.04499455999999724,6.0,3.625,0.0019997582222220996,0.18125,0.4863580718891078
0,11,2732.0,0.9999871045615055,4,0.03550849557597001,0.026151025300977255,0.44960487652668957,0.29981439228661455,0.9888888888888889,0.016666666666666666,0.1998028799999929,0.17522687999999897,3.0,3.0,0.002920447999999983,0.05056179775280899,0.45788477311063075
0,12,3731.0,1.1163137232790534,9,0.06245148800456891,0.020887354051959305,0.7496526926197686,0.11664902102010138,0.3888888888888889,0.011111111111111112,0.4535910400000063,0.2946252800000031,6.0,4.5,0.0032736142222222564,0.12857142857142856,
0,16,3731.0,1.1054909567092621,6,0.10453733796247588,0.03849321051088578,0.7500530989087167,0.17504026591164343,0.6055555555555555,0.06666666666666667,0.16932863999997494,0.05628586666666524,5.0,3.3333333333333335,0.003752391111111016,0.3669724770642202,1.345838304841673
0,17,7726.0,1.0321726154651016,7,0.02984691802485934,0.01643037607189483,0.0,0.0,0.5166666666666667,0.011111111111111112,0.24027136000000837,0.18051072000000445,6.0,4.5,0.002005674666666716,0.0967741935483871,
0,18,7726.0,1.006016643886638,7,0.03072330244348684,0.016220219089834242,0.0,0.0,0.6555555555555556,0.016666666666666666,0.4997120000000024,0.2322705066666669,4.0,3.3333333333333335,0.003871175111111115,0.0847457627118644,0.3029580616206043
0,19,6275.0,1.0747328994590417,7,0.029176584448085047,0.01629127744594512,0.30010621850643465,0.042872316929490666,0.6722222222222223,0.022222222222222223,0.26673152000000755,0.1482956799999986,4.0,3.25,0.0032954595555555245,0.10743801652892562,1.073092673319386
0,20,6963.0,0.9943757424822635,8,0.03723111842759893,0.019987736238059765,0.1500126541662927,0.037503163541573174,0.49444444444444446,0.016666666666666666,0.2605875200000014,0.18898944000000326,5.0,3.6666666666666665,0.003149824000000054,0.12359550561797752,0.5920178946586659
0,24,7726.0,1.0324056587012673,5,0.010336745928758561,0.007897817517971532,1.7998120100349198,0.7800261289730444,0.5444444444444444,0.011111111111111112,0.1867775999999992,0.16646143999999907,3.0,3.0,0.0018495715555555453,0.061224489795918366,
0,25,7726.0,0.9151153010936821,6,0.02840294982815702,0.014594910680883833,0.30010621850643465,0.07501981211212122,0.6611111111111111,0.022222222222222223,0.35078143999999867,0.2260582400000004,4.0,3.25,0.005023516444444454,0.1092436974789916,0.776147814982816
0,26,7726.0,1.0699806181163547,8,0.03072330244348684,0.016769152045179724,1.7998120100349198,0.41251127501534973,0.6111111111111112,0.0,,,,3.25,,,
0,27,6963.0,0.8900923308247783,5,0.020429338338358347,0.017697080821053184,0.15009356434014182,0.09002377453454544,0.6277777777777778,0.016666666666666666,0.7001702400000056,0.3722171733333397,5.0,3.6666666666666665,0.006203619555555662,0.09734513274336283,0.41026547908831107
0,28,6275.0,0.924228304162057,5,0.03723111842759893,0.019631191366896904,0.30010621850643465,0.15006120027060224,0.5944444444444444,0.0,,,,3.6666666666666665,,,
0,32,6963.0,0.9376276182906642,7,0.030807554004068226,0.021310383592312028,0.15009356434014182,0.12860539219220776,5.538888888888889,0.05555555555555555,0.07979008000000931,0.030523391999998494,5.0,3.2,0.0016957439999999164,0.0320962888665998,0.9272122533359335
1,1,15997.0,1.2180298879234792,5,0.0214291244197008,0.011621548585612292,0.0,0.0,0.3,0.016666666666666666,0.6120243200000033,0.4000972799999971,3.0,3.0,0.006668287999999952,0.16666666666666666,0.25005466914768476
1,2,15997.0,0.9733256380750619,7,0.045250694491648445,0.02035093691677404,0.0,0.0,0.4111111111111111,0.0,,,,3.0,,,
1,3,15997.0,0.9004804017365025,5,0.2637843827634716,0.0821760750031997,0.0,0.0,14.366666666666667,0.07777777777777778,0.012943360000001292,0.010485759999999329,3.0,3.0,0.0008155591111110589,0.016241299303944315,0.7712338472117714
1,4,15997.0,1.0704421299004894,7,0.14271840375697892,0.051977238823974974,0.0,0.0,17.16111111111111,0.15,0.04997120000000166,0.011848059259259292,7.0,3.3703703703703702,0.0017772088888888939,0.02945937196503723,0.9758071262642464
1,5,14417.0,0.6986302065787849,2,0.053052284914819274,0.04611116220543997,0.0,0.0,31.505555555555556,0.0,,,,3.3703703703703702,,,
1,6,14417.0,0.7868424717466436,1,0.010020271388327014,0.010020271388327014,0.0,0.0,14.416666666666666,0.0,,,,3.3703703703703702,,,
1,7,14417.0,0.8740549943175476,2,0.028631930044204598,0.02649224087158593,0.0,0.0,17.283333333333335,0.1388888888888889,0.011059200000005376,0.008188723199999082,4.0,3.04,0.001137322666666539,0.024429443908711025,0.9669208642752669
1,8,15997.0,1.0782696335644735,8,0.061356663231577645,0.026306224784937958,0.0,0.0,0.5611111111111111,0.0,,,,3.04,,,
1,9,14417.0,1.0703676122327084,19,0.028752043790542258,0.014252769363471099,0.15003038567607418,0.015792672176428862,0.3055555555555556,0.0,,,,3.04,,,
1,10,15997.0,0.9735946887090791,6,0.027053361117624568,0.015868055758684666,0.0,0.0,0.35,0.0,,,,3.04,,,
1,11,14417.0,0.9494398143715587,6,0.2637843827634716,0.09009132859833267,0.15003038567607418,0.10002025711738279,15.022222222222222,0.1,0.06938624000000004,0.013612373333333217,9.0,3.5,0.0013612373333333218,0.02329881656804734,0.7172292512457354
1,12,15997.0,0.9762725891680828,9,0.13071181498189352,0.0431763214274503,0.15003038567607407,0.01667004285289712,3.2888888888888888,0.06666666666666667,0.06291455999999584,0.04438698666665919,4.0,3.0833333333333335,0.002959132444443946,0.0625,0.8088695525275997
1,13,14417.0,1.0009086137490737,11,0.06061933510389836,0.01892897649258277,0.15003038567607418,0.013639125970552198,2.2555555555555555,0.016666666666666666,0.10149887999999407,0.07004160000000088,4.0,3.3333333333333335,0.0011673600000000148,0.024630541871921183,0.8990437495259046
1,14,14417.0,0.9167804256474077,3,0.06061933510389836,0.04123063046901488,0.0,0.0,5.127777777777778,0.044444444444444446,0.17866751999999053,0.043489279999995745,6.0,3.375,0.0019328568888886998,0.02925243770314193,0.8747276361025292
1,15,15997.0,0.990640325050186,6,0.07711916059439299,0.03353016512038406,0.15003038567607407,0.07501519283803704,8.694444444444445,0.06666666666666667,0.10199040000000537,0.030050986666667463,7.0,3.6666666666666665,0.0020033991111111644,0.028115015974440896,0.963094683886124
1,16,15997.0,0.9636923067165089,7,0.033943787941179665,0.01829904452099659,0.15003038567607407,0.021432912239439154,0.4722222222222222,0.016666666666666666,0.3159654399999994,0.27956565333333333,3.0,3.0,0.004659427555555555,0.10588235294117647,0.9210244733981272
1,17,14417.0,0.9989486198811205,3,0.014699449311582019,0.009164653867885642,0.0,0.0,0.4888888888888889,0.011111111111111112,0.0833126399999955,0.04214783999999483,3.0,3.0,0.0004683093333332759,0.06818181818181818,
1,18,15997.0,0.9461816418939025,8,0.15551224981070508,0.037876065537963924,0.15003038567607407,0.01875379820950926,2.511111111111111,0.05,0.08339456000000034,0.05820871111110959,4.0,3.111111111111111,0.0029104355555554795,0.061946902654867256,0.8717086869274044
1,19,15997.0,1.0250785359788666,11,0.049623962124203655,0.02867326436829256,0.15003038567607407,0.01363912597055219,0.4666666666666667,0.011111111111111112,0.19431423999999708,0.1635942400000019,4.0,3.5,0.0018177137777777989,0.08333333333333333,
1,20,15997.0,0.9497760874561251,12,0.11631474490979633,0.04465253754921059,0.15003038567607407,0.01250253213967284,0.95,0.016666666666666666,0.12197888000000034,0.05982890666666426,3.0,3.0,0.0009971484444444042,0.05263157894736842,0.10455208674117734
1,21,15997.0,1.0213219010383863,15,0.07893045081943836,0.024346234449455544,0.15003038567607407,0.020004051423476544,0.8777777777777778,0.0,,,,3.0,,,
1,22,15997.0,0.8762385883653419,5,0.13715650965125428,0.045510177762118055,0.0,0.0,10.405555555555555,0.011111111111111112,0.03809280000000115,0.03493887999999856,4.0,4.0,0.00038820977777776183,0.004271222637479978,
1,23,15997.0,0.9938383565098259,10,0.03606288116585356,0.014185734548395931,0.15003038567607407,0.015003038567607407,0.35,0.0,,,,4.0,,,
1,24,15997.0,0.941510270981938,12,0.14650523596928416,0.049799988058473695,0.15003038567607407,0.01250253213967284,2.85,0.027777777777777776,0.059392000000002554,0.040157183999998215,3.0,3.0,0.0011154773333332836,0.029239766081871343,0.5411372225581845
1,25,15997.0,0.9470159578533663,13,0.13418942540434853,0.03908641741399905,0.15003038567607407,0.02308159779631909,0.8888888888888888,0.022222222222222223,0.2905702399999939,0.1846886399999983,4.0,3.25,0.004104191999999962,0.08125,1.1455727801854116
1,26,14417.0,0.9876412920763875,5,0.0407001902860638,0.014718452039020332,0.15003038567607418,0.03000607713521484,1.511111111111111,0.0,,,,3.25,,,
1,27,15997.0,0.8829298899553354,13,0.06616605000833627,0.029936677585538654,0.15003038567607407,0.011540798898159545,0.7722222222222223,0.022222222222222223,0.2026700799999901,0.16308223999999427,3.0,3.0,0.0036240497777776503,0.08633093525179857,0.3424774588275813
1,28,15997.0,1.060982440993946,19,0.13669862046551257,0.04059911414924827,0.15003038567607407,0.01579267217642885,1.5611111111111111,0.027777777777777776,0.12197888000000034,0.08421375999999858,3.0,3.0,0.0023392711111110717,0.05338078291814947,0.8329278407415219
1,29,15997.0,1.084457092635492,14,0.07893045081943836,0.028583827861552114,0.15003038567607407,0.03214936835915873,0.4777777777777778,0.016666666666666666,0.35422207999999955,0.15291733333333468,3.0,3.0,0.002548622222222245,0.10465116279069768,0.358178369624967
1,30,15997.0,0.9765815755059334,12,0.13715650965125428,0.02870327126984383,0.15003038567607407,0.01250253213967284,2.327777777777778,0.0,,,,3.0,,,
1,31,15997.0,1.0300141615213345,10,0.05589217995072271,0.02729991093651065,0.15003038567607407,0.015003038567607407,0.5166666666666667,0.011111111111111112,0.3337420799999933,0.23326719999999312,3.0,3.0,0.0025918577777777015,0.06451612903225806,
1,32,15997.0,0.8911686811156605,12,0.15551224981070508,0.04917253389498915,0.15003038567607407,0.01250253213967284,4.7,0.07222222222222222,0.04972543999999601,0.027600738461537697,5.0,3.230769230769231,0.0019933866666666114,0.04964539007092199,0.7124555859732098
2,1,14934.0,0.7993067903675483,2,0.018093172977937607,0.017283728947775735,0.0,0.0,0.25555555555555554,0.0,,,,3.230769230769231,,,
2,2,13001.0,1.0263554247883413,3,0.016034151397562747,0.01512803640794099,0.0,0.0,0.4,0.011111111111111112,0.4431052800000046,0.3842867200000022,3.0,3.0,0.004269852444444468,0.08333333333333333,
2,3,29868.0,1.0169266857845163,8,0.046472915796557095,0.022966496927203955,0.0,0.0,0.46111111111111114,0.0,,,,3.0,,,
2,4,29868.0,1.0131222908337651,8,0.046472915796557095,0.02746673269199939,1.1999780406255156,0.27499725507818945,0.4222222222222222,0.011111111111111112,0.4333568000000021,0.34099200000000174,3.0,3.0,0.0037888000000000192,0.07894736842105263,
2,5,29868.0,0.8319367977625082,8,0.048442218207993305,0.02324771010877176,1.1999780406255156,0.14999725507818945,0.4777777777777778,0.005555555555555556,0.3833036800000116,0.3833036800000116,4.0,4.0,0.002129464888888953,0.046511627906976744,
2,6,29868.0,0.9963036132249277,9,0.03213790727278537,0.021590307472457673,1.1999780406255156,0.13333089340283508,0.4777777777777778,0.0,,,,4.0,,,
2,7,29868.0,0.940690194393091,5,0.048442218207993305,0.023290524909143403,0.0,0.0,0.4222222222222222,0.022222222222222223,0.35004415999999594,0.26814463999999916,3.0,3.0,0.005958769777777759,0.15789473684210525,0.7031905327260509
2,8,22636.0,1.052720256223314,2,0.018636140587364895,0.01696631530921456,0.39998159361942454,0.19999079680971227,0.3333333333333333,0.0,,,,3.0,,,
2,9,14934.0,0.944682048072544,1,0.014084554712632076,0.014084554712632076,1.0,1.0,0.4388888888888889,0.0,,,,3.0,,,
2,10,22636.0,0.8474821804093056,1,0.01628513083061995,0.01628513083061995,0.39998159361942454,0.39998159361942454,0.3277777777777778,0.0,,,,3.0,,,
2,11,22636.0,1.0376810518036397,5,0.032020866106593965,0.020316596172936907,0.39998159361942454,0.2399889561716547,0.4,0.0,,,,3.0,,,
2,12,22636.0,0.8674554809345372,6,0.03649084641929181,0.02488673377743364,0.39998159361942454,0.19999079680971224,0.35555555555555557,0.0,,,,3.0,,,
2,13,22636.0,0.7997591911214059,4,0.015300172606324148,0.014862578276538863,0.39998159361942454,0.19999079680971227,0.4888888888888889,0.0,,,,3.0,,,
2,14,22636.0,0.914250961739325,7,0.029972037114901262,0.023317380391028684,0.6000184063805755,0.25713759817697845,0.5388888888888889,0.0,,,,3.0,,,
2,15,22636.0,1.0494600724259069,7,0.03564381101497387,0.02332539820750654,0.39998159361942454,0.22856091063967116,0.4444444444444444,0.0,,,,3.0,,,
2,16,14934.0,0.9546738338358857,0,,,,,0.46111111111111114,0.0,,,,3.0,,,
2,17,22636.0,0.9876722533629871,13,0.1268076699912616,0.04537258731909669,0.0,0.0,0.38333333333333336,0.0,,,,3.0,,,
2,18,21120.0,1.0690178022665116,9,0.1770279307706998,0.05650654569375611,0.0,0.0,0.3388888888888889,0.0,,,,3.0,,,
2,19,29868.0,0.9070871320001517,11,0.14836383774672018,0.05425144363528967,0.0,0.0,0.35,0.011111111111111112,0.47415295999999785,0.46854143999999565,3.0,3.0,0.005206015999999951,0.09523809523809523,
2,20,22636.0,1.1981031653814873,12,0.0777642598177432,0.03703404357417281,0.10000920783695175,0.008334100653079312,0.4,0.0,,,,3.0,,,
2,21,16006.0,0.8978869566535073,9,0.057702037612430444,0.02210870499425098,0.8999878218139139,0.09999864686821265,0.34444444444444444,0.0,,,,3.0,,,
2,22,16006.0,0.9230619591297821,3,0.03519477646145124,0.02162424681407446,0.8999878218139139,0.4666646833361345,0.4722222222222222,0.011111111111111112,0.33923071999999976,0.3161292799999895,4.0,3.5,0.0035125475555554393,0.08235294117647059,
2,23,16006.0,1.020657682964023,11,0.09904738502689252,0.03952828699617686,0.8999878218139139,0.20909066350549368,0.35,0.011111111111111112,0.5450956800000029,0.3840409600000001,3.0,3.0,0.004267121777777779,0.09523809523809523,
2,24,22636.0,0.8777524932894752,3,0.06945154827525667,0.047927062652431095,0.10000920783695175,0.03333640261231725,0.2777777777777778,0.0,,,,3.0,,,
2,25,16006.0,0.828423563029901,10,0.08072970804802349,0.044232981072891225,0.8999878218139139,0.22999972985604306,0.34444444444444444,0.0,,,,3.0,,,
2,26,21120.0,0.7887353588973626,8,0.1268076699912616,0.03792819013828034,0.49999080145637625,0.1875004072306694,0.3333333333333333,0.011111111111111112,0.36315136000000336,0.23789568000000116,3.0,3.0,0.002643285333333346,0.1,
2,27,22636.0,0.9473572819019969,10,0.14836383774672018,0.055917453945013726,0.5000062281944895,0.15000032578453554,0.32222222222222224,0.0,,,,3.0,,,
2,28,22636.0,1.0603622518247893,9,0.07719489559304352,0.029240764446970078,0.5000062281944895,0.1666670286494839,0.36666666666666664,0.0,,,,3.0,,,
2,29,16006.0,0.89739498618698,11,0.07550470318544801,0.03268389866863211,0.8999878218139139,0.2545457751595382,0.34444444444444444,0.0,,,,3.0,,,
2,30,16006.0,0.9374527262875714,7,0.0343041498516506,0.020655047341185638,0.8999878218139139,0.34285807234248317,0.4222222222222222,0.005555555555555556,0.4555571200000017,0.4555571200000017,4.0,4.0,0.0025308728888888982,0.05263157894736842,
2,31,29868.0,1.133531475682143,11,0.13950098451439344,0.06222151470740725,0.8999878218139138,0.5908951888333355,0.3111111111111111,0.011111111111111112,2.5370623999999964,1.362575359999998,6.0,4.5,0.015139726222222198,0.16071428571428573,
2,32,22636.0,0.9706885566659778,3,0.1770279307706998,0.10114768004488028,0.10000920783695175,0.0666728052246345,0.26666666666666666,0.0,,,,4.5,,,
3,1,18379.0,0.9444740486902419,18,0.04352489346985458,0.02045780021643255,0.0,0.0,1.0335195530726258,0.0111731843575419,0.12541951999999412,0.08642559999999833,3.0,3.0,0.0009656491620111544,0.032432432432432434,
3,2,18379.0,0.8967492652541814,20,0.03083391364664635,0.014769062483354458,0.0,0.0,0.8994413407821229,0.027932960893854747,0.20463616000000684,0.11045273600000058,3.0,3.0,0.0030852719553072787,0.09316770186335403,1.221128706844961
3,3,18379.0,0.9981552594910279,18,0.03250309679367016,0.016208813504171263,0.0,0.0,1.0558659217877095,0.0111731843575419,0.25206783999999516,0.18927615999999148,4.0,3.5,0.0021148174301675025,0.037037037037037035,
3,4,18379.0,1.0995051980359758,20,0.03703277820854192,0.01477099398465343,0.0,0.0,0.8715083798882681,0.01675977653631285,0.2874163199999984,0.1275904000000002,4.0,3.3333333333333335,0.002138386592178774,0.0641025641025641,0.43185485232944554
3,5,18379.0,1.065325235098073,19,0.04352489346985458,0.01982486704901447,0.0,0.0,0.8659217877094972,0.01675977653631285,0.21270528000000866,0.18471594666666866,3.0,3.0,0.003095797988826849,0.05806451612903226,0.22152903751971845
3,7,18379.0,0.9260944682005464,16,0.03855576180793552,0.016699696087744575,0.0,0.0,0.7821229050279329,0.0111731843575419,0.11513855999999123,0.067338239999998,3.0,3.0,0.0007523825698323799,0.04285714285714286,
3,8,18379.0,0.9792170146716441,14,0.02629583121296275,0.012831443656018475,0.0,0.0,0.9553072625698324,0.027932960893854747,0.26054655999999987,0.1580072960000006,5.0,3.8,0.004413611620111749,0.1111111111111111,0.8328399383526086
3,9,18379.0,0.9348675713598088,18,0.030924675019964286,0.01417127765493182,0.0,0.0,0.8379888268156425,0.0,,,,3.8,,,
3,10,14929.0,1.059486706351755,18,0.030924675019964286,0.012851934463070813,0.29994074021037415,0.09998024673679137,0.7821229050279329,0.0,,,,3.8,,,
3,11,18379.0,1.3218309456119028,13,0.03250309679367016,0.013596688989026882,0.0,0.0,0.7821229050279329,0.0,,,,3.8,,,
3,12,18379.0,1.0690199067166253,18,0.02253904131783597,0.010892109956822183,0.2999407402103742,0.0166633744561319,0.7094972067039106,0.0,,,,3.8,,,
3,13,18379.0,0.8869026877946041,13,0.02972801245727156,0.011829267438427398,0.2999407402103742,0.023072364631567248,0.8268156424581006,0.0111731843575419,0.30781439999999805,0.26273791999999907,4.0,3.5,0.0029356192178770844,0.0472972972972973,
3,14,18379.0,1.0029932199159999,11,0.02972801245727156,0.009889189826241165,0.2999407402103742,0.02726734001912493,0.7374301675977654,0.0111731843575419,0.16171008000000597,0.15480832000000255,3.0,3.0,0.0017297018994413694,0.045454545454545456,
3,17,17148.0,1.0423163795638146,11,0.12362665525956658,0.032769254987728064,0.10001794956678861,0.01818508173941611,5.128491620111732,0.09497206703910614,0.0671334399999921,0.0299224847058849,4.0,3.1176470588235294,0.0028418002234639286,0.05773420479302832,1.2537271504436345
3,18,14929.0,1.0516523079550113,11,0.13258822275127344,0.03780874372944769,0.29994074021037415,0.05453468003824984,5.832402234636872,0.07262569832402235,0.031784959999995976,0.01926695384615024,4.0,3.076923076923077,0.0013992759776533695,0.038314176245210725,0.8012985339787161
3,19,14929.0,1.0157061453201848,16,0.13258822275127344,0.02835372506051851,0.29994074021037415,0.1249729519941144,4.256983240223463,0.09497206703910614,0.08945663999999454,0.03623755294117563,5.0,3.176470588235294,0.0034415553072624895,0.07086614173228346,1.0944297915367949
3,20,14929.0,1.058172595871393,14,0.07851499517388655,0.0325603007704137,0.29994074021037415,0.09997755367750585,1.452513966480447,0.027932960893854747,0.12988415999999958,0.08880947199999908,3.0,3.0,0.002480711508379863,0.057692307692307696,0.6685957439784151
3,21,14929.0,1.0244394533252523,21,0.058217544786251,0.02328372680757312,0.29994074021037415,0.15234905679749178,1.2458100558659218,0.0223463687150838,0.3379609600000002,0.16623615999999952,4.0,3.25,0.003714774525139654,0.05829596412556054,0.6374527958502095
3,22,14929.0,0.9876462130058594,22,0.07851499517388655,0.026302909992260738,0.29994074021037415,0.1590577696798955,1.2067039106145252,0.0111731843575419,0.1572044800000043,0.1486438399999983,4.0,3.5,0.0016608250279329419,0.032407407407407406,
3,24,14929.0,1.0144159149193137,17,0.03455489440576396,0.013738852905553255,0.29994074021037415,0.135265174830365,1.111731843575419,0.0111731843575419,0.1387724800000001,0.11511807999999846,3.0,3.0,0.0012862355307262398,0.03015075376884422,
3,25,14929.0,0.9331267960584368,18,0.043010381605502586,0.020075239474735752,0.29994074021037415,0.1277504428953447,1.2122905027932962,0.027932960893854747,0.2692300799999998,0.1579335680000014,4.0,3.2,0.0044115521787709885,0.07373271889400922,0.5712418290321064
3,26,14929.0,0.9819476598310544,20,0.040175207801034125,0.018294528315840837,0.29994074021037415,0.14496947262684765,1.0614525139664805,0.027932960893854747,0.1713766400000054,0.10464460800000523,3.0,3.0,0.002923033743016906,0.07894736842105263,0.5764774166589962
3,27,14929.0,1.0279518180386913,17,0.02948142433486754,0.014267473711794819,0.29994074021037415,0.15879215658196277,1.011173184357542,0.0223463687150838,0.15560703999999959,0.08825855999999987,3.0,3.0,0.0019722583240223434,0.06629834254143646,0.22032244522891328
3,28,13929.0,0.9562945577486724,21,0.05738614659521042,0.02093027608542777,0.3999665850959434,0.24761176621231956,1.0782122905027933,0.0,,,,3.0,,,
4,1,16000.0,0.9232560247267351,18,0.02823591261000888,0.010240232787612208,0.0,0.0,0.7877094972067039,0.0111731843575419,0.533176319999999,0.34070527999999634,6.0,4.5,0.003806762905027892,0.06382978723404255,
4,2,14929.0,1.0983612385441377,18,0.03357386850216326,0.010609442560939484,0.0,0.0,0.9050279329608939,0.0111731843575419,0.39784447999999983,0.23756799999999978,4.0,3.5,0.0026543910614525114,0.043209876543209874,
4,3,12126.0,0.9921863380303643,16,0.035136130033911445,0.011748355471810908,0.3999681775611955,0.02499801109757472,0.8491620111731844,0.0111731843575419,0.13811712000000398,0.13142015999999757,3.0,3.0,0.0014683816759776265,0.039473684210526314,
4,4,14929.0,1.0658780053612507,18,0.021677639260819635,0.008800293248463518,0.09995437348870004,0.0055530207493722245,0.8156424581005587,0.0111731843575419,0.1231667200000004,0.11667455999999277,3.0,3.0,0.001303626368715003,0.0410958904109589,
4,5,13929.0,0.9360417061114024,17,0.028455088842164213,0.012754166194686665,0.19998795918692636,0.017647870827793857,0.8435754189944135,0.0223463687150838,0.21516288000000117,0.17931263999999913,3.0,3.0,0.004006986368715064,0.07947019867549669,0.8138068890721446
4,7,12126.0,0.8604644179673361,16,0.023281657707986014,0.012029762126693763,0.3000138040724955,0.050000972958244835,0.7094972067039106,0.0,,,,3.0,,,
4,8,14929.0,1.0338807774516097,16,0.035136130033911445,0.01403741260734476,0.3000138040724956,0.031249626402922802,0.7877094972067039,0.0335195530726257,0.445767680000003,0.23836671999999828,4.0,3.3333333333333335,0.007989945921787651,0.14184397163120568,1.2187530626390326
4,9,12126.0,0.9027530728039305,17,0.028455088842164213,0.010732861172561732,0.3999681775611955,0.07058727911135959,0.7988826815642458,0.0,,,,3.3333333333333335,,,
4,10,14929.0,1.023739740565335,15,0.020604708659648953,0.009681657013201632,0.3000138040724956,0.026664545170746377,0.888268156424581,0.0223463687150838,0.18890751999998656,0.14141439999999506,4.0,3.25,0.0031600983240222358,0.08176100628930817,0.6741972663313307
4,11,13929.0,1.0216900267984252,15,0.032895420189609295,0.012785399409642408,0.19998795918692636,0.05333437115546116,0.8994413407821229,0.0223463687150838,0.20213760000000036,0.17942528000000113,3.0,3.0,0.0040095034636871765,0.07453416149068323,0.35434960304328506
4,12,13929.0,0.9774440955687023,16,0.02097886670932909,0.011950145555328969,0.19998795918692636,0.06875135191198475,0.9217877094972067,0.027932960893854747,0.20336640000000017,0.146374655999999,3.0,3.0,0.004088677541899413,0.09090909090909091,0.9792421642155587
4,13,13929.0,1.072051932811836,15,0.02823591261000888,0.010532804085393968,0.19998795918692636,0.060002244760321975,0.8100558659217877,0.0,,,,3.0,,,
4,14,12126.0,1.0773811821322792,18,0.027168791898217814,0.00915337334389636,0.3999681775611955,0.10555408151885898,0.8994413407821229,0.0223463687150838,0.14471168000000034,0.12702720000000112,3.0,3.0,0.002838596648044718,0.07453416149068323,0.5532923701333468
4,15,14929.0,1.087443159528461,13,0.020604708659648953,0.009875695534471011,0.3000138040724956,0.07692765509926146,0.8212290502793296,0.0223463687150838,0.2501427199999995,0.14626816000000176,4.0,3.25,0.0032685622346369106,0.08843537414965986,0.9127687925632113
